iteration,hard,exp1,exp2,exp3,exp4,exp5,exp6,exp7,exp8,exp9,exp10,
0.0,0.002254792387089083,0.002254792387089083,0.002828856200477623,0.0023612761856796854,0.003062789530545731,0.003960401216096914,0.002254792387089083,0.0025031302181184748,0.002728514653203914,0.0,0.002076843944839069,
1.0,0.002254792387089083,0.002254792387089083,0.002828856200477623,0.0023612761856796854,0.003062789530545731,0.003960401216096914,0.002254792387089083,0.0025031302181184748,0.002728514653203914,0.0,0.002076843944839069,
2.0,0.00674918197492833,0.0,0.002828856200477623,0.0023612761856796854,0.003062789530545731,0.003960401216096914,0.002254792387089083,0.0025031302181184748,0.002728514653203914,0.0,0.002076843944839069,
3.0,0.011223462369849576,0.0,0.002828856200477623,0.0023612761856796854,0.003062789530545731,0.003960401216096914,0.002254792387089083,0.0025031302181184748,0.002728514653203914,0.0,0.004149383546811397,
4.0,0.011223462369849576,0.0,0.002828856200477623,0.0023612761856796854,0.003062789530545731,0.003960401216096914,0.002254792387089083,0.0025031302181184748,0.002728514653203914,0.0,0.004149383546811397,
5.0,0.011223462369849576,0.0,0.002828856200477623,0.0023612761856796854,0.003062789530545731,0.003960401216096914,0.002254792387089083,0.0025031302181184748,0.002728514653203914,0.0,0.004149383546811397,
6.0,0.011223462369849576,0.0,0.002828856200477623,0.0023612761856796854,0.003062789530545731,0.003960401216096914,0.002254792387089083,0.0025031302181184748,0.005449604767564685,0.0,0.006217636610870582,
7.0,0.011223462369849576,0.0,0.002828856200477623,0.0023612761856796854,0.003062789530545731,0.0,0.002254792387089083,0.005000010416705839,0.005449604767564685,0.0,0.004140792666031387,
8.0,0.011223462369849576,0.0,0.002828856200477623,0.0023612761856796854,0.003062789530545731,-0.007874056430905883,0.002254792387089083,0.005000010416705839,0.005449604767564685,0.0,0.004140792666031387,
9.0,0.011223462369849576,0.0,0.002828856200477623,0.0,0.0,-0.007874056430905883,0.002254792387089083,0.005000010416705839,0.005449604767564685,0.0,0.004140792666031387,
10.0,0.011223462369849576,-0.0022497197340154416,0.002828856200477623,0.0,0.0,-0.007874056430905883,0.002254792387089083,0.005000010416705839,0.005449604767564685,0.0,0.004140792666031387,
11.0,0.011223462369849576,0.0,0.002828856200477623,0.0,0.0,-0.007874056430905883,0.002254792387089083,0.005000010416705839,0.005449604767564685,0.0,0.004140792666031387,
12.0,0.01567781271922979,0.0,0.002828856200477623,0.0023557136924589835,0.0,-0.007874056430905883,0.002254792387089083,0.005000010416705839,0.005449604767564685,0.0,0.004140792666031387,
13.0,0.01567781271922979,0.0,0.002828856200477623,0.0023557136924589835,0.0,-0.007874056430905883,0.002254792387089083,0.005000010416705839,0.005449604767564685,0.0,0.004140792666031387,
14.0,0.01567781271922979,0.0,0.002828856200477623,0.0023557136924589835,0.003053437486890248,-0.007874056430905883,0.0,0.005000010416705839,0.005449604767564685,0.0,0.004140792666031387,
15.0,0.01567781271922979,0.0,0.0056497325421191276,0.0023557136924589835,0.003044142381228052,-0.007874056430905883,0.0,0.005000010416705839,0.008163310639160835,0.0,0.004140792666031387,
16.0,0.01567781271922979,0.0,0.0056497325421191276,0.0023557136924589835,0.003044142381228052,-0.007874056430905883,0.0,0.005000010416705839,0.005434795985956995,0.0,0.004140792666031387,
17.0,0.017897569457542666,0.0,0.0056497325421191276,0.0,0.003044142381228052,-0.007874056430905883,0.0,0.002496880198587146,0.005434795985956995,0.0,0.004140792666031387,
18.0,0.017897569457542666,0.0,0.005617992304223274,0.0,0.003044142381228052,-0.007874056430905883,0.0,0.002496880198587146,0.010840214552864807,0.0,0.004140792666031387,
19.0,0.017897569457542666,0.0,0.005617992304223274,0.0,0.003044142381228052,-0.01178795575204224,0.0,0.002496880198587146,0.010840214552864807,0.0,0.004140792666031387,
20.0,0.017897569457542666,0.0,0.005617992304223274,0.0,0.003044142381228052,-0.01178795575204224,0.0,0.002496880198587146,0.010840214552864807,0.0,0.004140792666031387,
21.0,0.02011240978709547,0.0,0.005617992304223274,0.0,0.0060790460763821925,-0.01178795575204224,0.0,0.002496880198587146,0.010840214552864807,0.0,0.004140792666031387,
22.0,0.02011240978709547,0.0,0.005617992304223274,0.0,0.0060790460763821925,-0.01178795575204224,0.0,0.002496880198587146,0.010840214552864807,0.0,0.004140792666031387,
23.0,0.02011240978709547,0.0,0.005617992304223274,0.0,0.0060790460763821925,-0.01178795575204224,0.0,-0.004975134640113843,0.010840214552864807,0.0,0.004140792666031387,
24.0,0.02011240978709547,0.0,0.005617992304223274,0.0,0.0060790460763821925,-0.01178795575204224,0.002249719734015546,-0.004975134640113843,0.010840214552864807,0.0022346378014163628,0.0020682530640590605,
25.0,0.02011240978709547,0.0,0.008415196925284498,0.0,0.0060790460763821925,-0.01178795575204224,0.002249719734015546,-0.004975134640113843,0.010840214552864807,0.0022346378014163628,0.0020682530640590605,
26.0,0.02011240978709547,0.0,0.008415196925284498,0.0,0.0060790460763821925,-0.01178795575204224,0.004494389587839267,-0.004975134640113843,0.010840214552864807,0.0,0.0020682530640590605,
27.0,0.02011240978709547,0.0,0.008415196925284498,0.0,0.0060790460763821925,-0.01178795575204224,0.004494389587839267,-0.007453450654580891,0.010840214552864807,0.0,0.0020682530640590605,
28.0,0.02011240978709547,0.0,0.008415196925284498,0.0,0.0060790460763821925,-0.01178795575204224,0.011198325310029535,-0.007453450654580891,0.013532006218576373,0.0,0.0020682530640590605,
29.0,0.022322355437898487,0.0,0.008415196925284498,0.0,0.0060790460763821925,-0.007843177461025893,0.011198325310029535,-0.00247831601446709,0.013532006218576373,0.0,0.0020682530640590605,
30.0,0.022322355437898487,0.0,0.008415196925284498,0.002350177344953673,0.01212136053234482,-0.007843177461025893,0.011198325310029535,-0.00247831601446709,0.013532006218576373,0.0,0.00619197024792098,
31.0,0.022322355437898487,0.0,0.008415196925284498,0.002350177344953673,0.01212136053234482,-0.007843177461025893,0.011198325310029535,-0.00247831601446709,0.013532006218576373,0.0,0.00619197024792098,
32.0,0.02452742799621242,-0.002244669853823862,0.008415196925284498,-0.0023446669592541345,0.01212136053234482,-0.007843177461025893,0.011198325310029535,-0.00247831601446709,0.013532006218576373,0.0,0.00619197024792098,
33.0,0.02452742799621242,-0.002244669853823862,0.008415196925284498,-0.0023446669592541345,0.01212136053234482,-0.007843177461025893,0.011198325310029535,-0.00247831601446709,0.013532006218576373,0.0,0.004123717183862156,
34.0,0.02452742799621242,-0.002244669853823862,0.008415196925284498,-0.007017572658646535,0.01212136053234482,-0.007843177461025893,0.011198325310029535,-0.00247831601446709,0.013532006218576373,0.0,0.004123717183862156,
35.0,0.02672764890581482,-0.002244669853823862,0.008415196925284498,-0.007017572658646535,0.0151288815963,-0.007843177461025893,0.011198325310029535,-0.00247831601446709,0.013532006218576373,0.0,0.0020597329630105622,
36.0,0.02672764890581482,-0.006718950248744981,0.008415196925284498,-0.007017572658646535,0.0151288815963,-0.007843177461025893,0.011198325310029535,-0.00247831601446709,0.008097210232619303,0.0,0.0020597329630105622,
37.0,0.02672764890581482,-0.006718950248744981,0.008415196925284498,-0.007017572658646535,0.0151288815963,-0.003898640415657309,0.011198325310029535,-0.00247831601446709,0.008097210232619303,0.0,0.0020597329630105622,
38.0,0.02672764890581482,-0.006718950248744981,0.008415196925284498,-0.007017572658646535,0.0151288815963,-0.003898640415657309,0.011198325310029535,-0.00247831601446709,0.008097210232619303,0.0022296553272690683,0.0020597329630105622,
39.0,0.02672764890581482,-0.006718950248744981,0.008415196925284498,-0.007017572658646535,0.0151288815963,-0.003898640415657309,0.011198325310029535,-0.00247831601446709,0.008097210232619303,0.0022296553272690683,0.004106781952653502,
40.0,0.02672764890581482,-0.006718950248744981,0.008415196925284498,-0.007017572658646535,0.0151288815963,-0.003898640415657309,0.011198325310029535,0.0,0.008097210232619303,0.0022296553272690683,0.00819676720417849,
41.0,0.02672764890581482,-0.006718950248744981,0.008415196925284498,-0.007017572658646535,0.0151288815963,-0.003898640415657309,0.011198325310029535,0.002472189145389073,0.008097210232619303,0.0022296553272690683,0.00819676720417849,
42.0,0.02672764890581482,-0.006718950248744981,0.008415196925284498,-0.007017572658646535,0.0151288815963,-0.003898640415657309,0.011198325310029535,0.002472189145389073,0.008097210232619303,0.006674107087693218,0.00819676720417849,
43.0,0.02672764890581482,-0.006718950248744981,0.008415196925284498,-0.007017572658646535,0.0151288815963,-0.003898640415657309,0.011198325310029535,0.002472189145389073,0.008097210232619303,0.006674107087693218,0.00819676720417849,
44.0,0.02672764890581482,-0.006718950248744981,0.008415196925284498,-0.007001195458983588,0.0151288815963,-0.003898640415657309,0.011198325310029535,0.002472189145389073,0.008097210232619303,0.006674107087693218,0.00819676720417849,
45.0,0.02672764890581482,-0.006718950248744981,0.008415196925284498,-0.007001195458983588,0.0151288815963,-0.003898640415657309,0.008948605576014014,0.002472189145389073,0.008097210232619303,0.006674107087693218,0.00819676720417849,
46.0,0.02672764890581482,-0.006718950248744981,0.008415196925284498,-0.007001195458983588,0.021116923440922614,-0.003898640415657309,0.008948605576014014,0.002472189145389073,0.010781775603288413,0.004444451760423976,0.00819676720417849,
47.0,0.02672764890581482,-0.006718950248744981,0.008415196925284498,-0.007001195458983588,0.021116923440922614,-0.003898640415657309,0.008948605576014014,0.002472189145389073,0.010781775603288413,0.004444451760423976,0.00819676720417849,
48.0,0.02892303946925045,-0.006718950248744981,0.008415196925284498,-0.007001195458983588,0.021116923440922614,-0.003898640415657309,0.008948605576014014,0.002472189145389073,0.010781775603288413,0.004444451760423976,0.01023550389402671,
49.0,0.02892303946925045,-0.006718950248744981,0.008415196925284498,-0.007001195458983588,0.021116923440922614,-0.003898640415657309,0.008948605576014014,0.002472189145389073,0.010781775603288413,0.004444451760423976,0.01023550389402671,
50.0,0.031113620849069035,-0.006718950248744981,0.008415196925284498,-0.007001195458983588,0.021116923440922614,-0.003898640415657309,0.008948605576014014,0.002472189145389073,0.010781775603288413,0.004444451760423976,0.00818000471193069,
51.0,0.031113620849069035,-0.006718950248744981,0.0056022555486697516,-0.007001195458983588,0.021116923440922614,-0.003898640415657309,0.008948605576014014,0.002472189145389073,0.010781775603288413,0.004444451760423976,0.00818000471193069,
52.0,0.031113620849069035,-0.006718950248744981,0.0056022555486697516,-0.007001195458983588,0.021116923440922614,-0.003898640415657309,0.008948605576014014,0.002472189145389073,0.010781775603288413,0.004444451760423976,0.00818000471193069,
53.0,0.035480440015409426,-0.006718950248744981,0.0056022555486697516,-0.007001195458983588,0.021116923440922614,-0.007782140442054963,0.008948605576014014,0.002472189145389073,0.010781775603288413,0.004444451760423976,0.00818000471193069,
54.0,0.035480440015409426,-0.006718950248744981,0.00839165763624838,-0.007001195458983588,0.021116923440922614,-0.007782140442054963,0.008948605576014014,0.002472189145389073,0.010781775603288413,0.004444451760423976,0.00818000471193069,
55.0,0.035480440015409426,-0.006718950248744981,0.00839165763624838,-0.007001195458983588,0.021116923440922614,-0.007782140442054963,0.008948605576014014,0.002472189145389073,0.010781775603288413,0.004444451760423976,0.00818000471193069,
56.0,0.035480440015409426,-0.006718950248744981,0.00839165763624838,-0.007001195458983588,0.021116923440922614,-0.007782140442054963,0.008948605576014014,0.002472189145389073,0.010781775603288413,0.004444451760423976,0.01021459340971842,
