iteration,hard,exp1,exp2,exp3,exp4,exp5,exp6,exp7,exp8,exp9,exp10,
0.0,0.0020263431452324674,0.0020263431452324674,0.0020263431452324674,0.0020263431452324674,0.0020263431452324674,0.0020263431452324674,0.0020263431452324674,0.0020263431452324674,0.0020263431452324674,0.0020263431452324674,0.0020263431452324674,
1.0,0.0020263431452324674,0.0020263431452324674,0.0020263431452324674,0.0020263431452324674,0.0020263431452324674,0.0020263431452324674,0.0020263431452324674,0.0020263431452324674,0.0020263431452324674,0.0020263431452324674,0.0020263431452324674,
2.0,0.0020263431452324674,0.0020263431452324674,0.0020263431452324674,0.004048588526000111,0.0020263431452324674,0.0020263431452324674,0.0020263431452324674,0.0020263431452324674,0.0020263431452324674,0.0020263431452324674,0.0020263431452324674,
3.0,0.0020263431452324674,0.0020263431452324674,0.0020263431452324674,0.004048588526000111,0.0020263431452324674,0.0020263431452324674,0.0020263431452324674,0.0020263431452324674,0.0020263431452324674,0.0020263431452324674,0.0020263431452324674,
4.0,0.0020263431452324674,0.0020263431452324674,0.004048588526000111,0.004048588526000111,0.0020263431452324674,0.0020263431452324674,0.0020263431452324674,0.004048588526000111,0.0,0.004048588526000111,0.004048588526000111,
5.0,0.0020263431452324674,0.0020263431452324674,0.004048588526000111,0.004048588526000111,0.0020263431452324674,0.0020263431452324674,0.0020263431452324674,0.004048588526000111,0.0,0.004048588526000111,0.004048588526000111,
6.0,0.0020263431452324674,0.0020263431452324674,0.0,0.004048588526000111,0.0020263431452324674,0.0020263431452324674,0.0020263431452324674,0.004048588526000111,0.0,0.004048588526000111,0.004048588526000111,
7.0,0.0020263431452324674,0.0020263431452324674,0.0020181641562371953,0.004048588526000111,0.0020263431452324674,0.0020263431452324674,0.0020263431452324674,0.004048588526000111,0.0,0.004048588526000111,0.004048588526000111,
8.0,0.0020263431452324674,0.0020263431452324674,0.0020181641562371953,0.004048588526000111,0.0020263431452324674,0.0020263431452324674,0.0020263431452324674,0.004048588526000111,0.0,0.004048588526000111,0.004048588526000111,
9.0,0.0020263431452324674,0.0020263431452324674,0.0020181641562371953,0.006066752682237362,0.0020263431452324674,0.0020263431452324674,0.0020263431452324674,0.004048588526000111,0.0,0.004048588526000111,0.004048588526000111,
10.0,0.0020263431452324674,0.0020263431452324674,0.0020181641562371953,0.006066752682237362,0.0020263431452324674,0.0020263431452324674,0.0020263431452324674,0.004048588526000111,0.0,0.004048588526000111,0.004048588526000111,
11.0,0.0020263431452324674,0.0020263431452324674,0.0020181641562371953,0.006066752682237362,0.0020263431452324674,0.0020263431452324674,0.0020263431452324674,0.004048588526000111,0.0,0.004048588526000111,0.004048588526000111,
12.0,0.0020263431452324674,0.004048588526000111,0.0,0.006066752682237362,0.0020263431452324674,0.0020263431452324674,0.0020263431452324674,0.004048588526000111,0.0,0.004048588526000111,0.004048588526000111,
13.0,0.0020263431452324674,0.004048588526000111,0.0,0.006066752682237362,0.0020263431452324674,0.0020263431452324674,0.0020263431452324674,0.004048588526000111,0.0,0.004048588526000111,0.004048588526000111,
14.0,0.0020263431452324674,0.004048588526000111,0.0,0.006066752682237362,0.0020263431452324674,0.0020263431452324674,0.0020263431452324674,0.004048588526000111,0.0,0.004048588526000111,0.004048588526000111,
15.0,0.0020263431452324674,0.004048588526000111,0.0,0.004040409537004906,0.0020263431452324674,0.0020263431452324674,0.0020263431452324674,0.004048588526000111,0.0,0.004048588526000111,0.004048588526000111,
16.0,0.0020263431452324674,0.004048588526000111,0.0,0.004040409537004906,0.0020263431452324674,0.0020263431452324674,0.0020263431452324674,0.004048588526000111,0.0,0.004048588526000111,0.004048588526000111,
17.0,0.0020263431452324674,0.004048588526000111,0.0,0.004040409537004906,0.0020263431452324674,0.0020263431452324674,0.0020263431452324674,0.004048588526000111,0.0,0.004048588526000111,0.004048588526000111,
18.0,0.0020263431452324674,0.004048588526000111,0.0,0.004040409537004906,0.0020263431452324674,0.0020263431452324674,0.0020263431452324674,0.004048588526000111,0.0,0.004048588526000111,0.004048588526000111,
19.0,0.0020263431452324674,0.004048588526000111,0.0,0.004040409537004906,0.0020263431452324674,0.0020263431452324674,0.0020263431452324674,0.004048588526000111,0.0,0.004048588526000111,0.004048588526000111,
20.0,0.0020263431452324674,0.004048588526000111,0.0,0.004040409537004906,0.0020263431452324674,0.0020263431452324674,0.0020263431452324674,0.004048588526000111,-0.002022245380767809,0.0020222453807678706,0.006066752682237362,
21.0,0.004048588526000111,0.004048588526000111,0.0,0.004040409537004906,0.0020263431452324674,0.0020263431452324674,0.0020263431452324674,0.004048588526000111,-0.002022245380767809,0.0020222453807678706,0.006066752682237362,
22.0,0.004048588526000111,0.0020222453807678706,0.0,0.004040409537004906,0.0020263431452324674,0.0020263431452324674,0.0020263431452324674,0.004048588526000111,-0.002022245380767809,0.0020222453807678706,0.006066752682237362,
23.0,0.004048588526000111,0.0020222453807678706,0.0,0.004040409537004906,0.0020263431452324674,0.0020263431452324674,0.0020263431452324674,0.004048588526000111,-0.002022245380767809,0.0020222453807678706,0.006066752682237362,
24.0,0.004048588526000111,0.0020222453807678706,0.0,0.0020181641562371953,0.0020263431452324674,0.0020263431452324674,0.0020263431452324674,0.004048588526000111,-0.002022245380767809,0.0020222453807678706,0.006066752682237362,
25.0,0.004048588526000111,0.0020222453807678706,0.0,0.0020181641562371953,0.0020263431452324674,0.0020263431452324674,0.0020263431452324674,0.004048588526000111,-0.002022245380767809,0.0020222453807678706,0.006066752682237362,
26.0,0.004048588526000111,0.0020222453807678706,0.0,0.0,0.004048588526000111,0.0020263431452324674,0.0020263431452324674,0.004048588526000111,-0.002022245380767809,0.0020222453807678706,0.006066752682237362,
27.0,0.004048588526000111,0.0020222453807678706,0.0,0.0,0.004048588526000111,0.0020263431452324674,0.0020263431452324674,0.004048588526000111,-0.002022245380767809,0.0020222453807678706,0.006066752682237362,
28.0,0.004048588526000111,0.0020222453807678706,0.0,0.0,0.004048588526000111,0.0020263431452324674,0.0020263431452324674,0.004048588526000111,-0.002022245380767809,0.0020222453807678706,0.006066752682237362,
29.0,0.004048588526000111,0.0,0.0,0.0020140993717011856,0.004048588526000111,0.0020263431452324674,0.0020263431452324674,0.004048588526000111,-0.002022245380767809,0.0020222453807678706,0.006066752682237362,
30.0,0.004048588526000111,0.0,0.0,0.0020140993717011856,0.004048588526000111,0.0020263431452324674,0.0020263431452324674,0.004048588526000111,-0.002022245380767809,0.0020222453807678706,0.006066752682237362,
31.0,0.006066752682237362,0.0,0.0,0.0020140993717011856,0.004048588526000111,0.0020263431452324674,0.0020263431452324674,0.004048588526000111,-0.002022245380767809,0.0020222453807678706,0.006066752682237362,
32.0,0.006066752682237362,0.0,0.0,0.0020140993717011856,0.004048588526000111,0.0020263431452324674,0.0020263431452324674,0.004048588526000111,-0.002022245380767809,0.0020222453807678706,0.006066752682237362,
33.0,0.006066752682237362,0.0,0.0,0.0020140993717011856,0.004048588526000111,0.0020263431452324674,0.0020263431452324674,0.004048588526000111,-0.002022245380767809,0.0020222453807678706,0.006066752682237362,
34.0,0.006066752682237362,0.0,0.0,0.0020140993717011856,0.006066752682237362,0.0020263431452324674,0.0020263431452324674,0.004048588526000111,-0.002022245380767809,0.0020222453807678706,0.006066752682237362,
35.0,0.006066752682237362,0.0,0.0,0.0020140993717011856,0.006066752682237362,0.0020263431452324674,0.0020263431452324674,0.004048588526000111,-0.004040409537004974,0.0,0.004040409537004906,
36.0,0.008080852053938674,-0.002018164156237236,0.0,0.0020140993717011856,0.006066752682237362,0.0020263431452324674,0.0020263431452324674,0.004048588526000111,-0.004040409537004974,0.0,0.004040409537004906,
